customer_id,tenure_months,satisfaction_score,num_support_tickets,recency_days,frequency_orders,monetary_total,risk_score,churn_status
52,5,2,1,295,14,815.109991953909,2.4117446715581132,Retained
53,37,2,2,51,9,341.15024197653975,1.176770154272218,Retained
54,1,4,2,101,11,576.3838060811792,6.325290837397461,Churned
55,41,3,0,218,2,375.01421709321227,-0.2749787345432029,Retained
56,23,1,2,64,12,487.7623646434581,3.5144936729380873,Churned
57,1,1,1,6,18,371.85600996069434,5.131955979068176,Churned
58,2,3,1,41,6,410.55569008314245,3.7521698189168333,Churned
59,67,4,3,171,12,248.62191222532283,2.834872658812319,Retained
60,46,5,3,279,5,398.7179131114355,1.9948044929978772,Retained
61,68,5,2,183,12,963.0950429101113,2.142194190374591,Retained
62,34,5,1,155,11,477.1319997062056,0.6985262633470022,Retained
63,54,3,2,127,8,315.2681296911415,3.1948973676590913,Churned
64,34,3,2,43,13,617.7821265186844,0.04230305645348231,Retained
65,17,2,1,29,5,756.2642678475945,1.5417046606978493,Retained
66,52,2,1,197,15,770.4267092606083,1.9160673538886315,Retained
67,28,3,4,265,10,615.8161862830439,-0.3309203176396718,Retained
68,20,5,1,33,10,488.36243724358485,0.04503445182516197,Retained
69,11,4,1,238,14,435.5951442935415,1.777116223131133,Retained
70,70,5,3,187,9,382.0718548101177,0.9286732925931469,Retained
71,41,2,7,184,18,387.16293921379,3.1305341874637302,Churned
72,70,5,2,283,12,393.19241177438283,0.6680062651429539,Retained
73,15,5,4,339,11,483.68793331566485,3.4644068505153287,Churned
74,34,2,1,359,17,219.79861518002753,1.1981597903686825,Retained
75,38,5,3,228,11,384.3253295023395,2.3382882756620833,Retained
76,9,4,3,159,7,226.11475536815288,3.0731127320507894,Churned
77,23,5,4,89,6,669.6936006104357,3.322470944855837,Churned
78,40,3,3,94,8,326.82024360184437,2.0382528404482714,Retained
79,3,5,1,155,11,539.3128855177769,2.261402073705565,Retained
80,37,3,2,37,9,536.1726048198315,3.3247397683108213,Churned
81,56,5,2,211,13,610.101189293272,2.1229327398129,Retained
82,14,5,1,306,6,535.2461831497026,1.5244994527765297,Retained
83,48,3,2,248,17,661.5279792749036,1.8977133906046035,Retained
84,28,5,4,193,6,540.7925894597652,4.253102074564346,Churned
85,35,4,2,358,13,493.79337541086136,0.37662480904368656,Retained
86,17,3,2,141,10,784.2539696963607,1.8315536826314256,Retained
87,41,1,2,303,11,508.424178952401,3.720611228889507,Churned
88,15,3,3,71,7,753.5744474886851,1.4598880524381719,Retained
89,19,4,2,132,12,381.1630395185604,0.6784963935160726,Retained
90,70,1,0,82,8,412.9443629848453,2.214735017481606,Retained
91,10,5,3,228,6,643.0110069371337,2.407520402167462,Retained
92,67,5,0,1,10,592.8194956960474,-0.5741303705731545,Retained
93,27,5,2,260,7,571.1083741127827,0.9831047360386247,Retained
94,62,5,4,34,11,689.2933425368745,2.4268880835500766,Retained
95,23,2,5,332,6,321.46624684194217,4.051244127504594,Churned
96,71,4,2,200,15,635.6689995573329,0.8868727920511797,Retained
97,67,4,1,18,8,559.9875346932535,1.3017407699779329,Retained
98,53,2,1,60,11,448.55726561504173,2.1447887334701177,Retained
99,28,2,3,49,6,909.629195125355,3.8004054084273404,Churned
100,21,3,4,77,9,563.4473585036014,3.1544493472170045,Churned
101,24,5,3,218,5,80.66479736111506,3.4783601997162625,Churned
102,50,4,0,226,7,40.973202685743615,0.2723406659772522,Retained
103,63,5,1,7,12,364.5672408067384,-0.39132897613834294,Retained
104,45,4,2,215,16,848.8770820303812,2.898909235132461,Retained
105,14,5,1,37,12,616.0873933743134,0.9441699145152462,Retained
106,24,3,2,125,13,522.1690216715255,1.7117356720153112,Retained
107,52,2,0,155,10,577.0657422358722,0.7422311553146199,Retained
108,55,5,0,347,16,469.6746664259029,1.1881644309260433,Retained
109,17,4,3,186,10,639.7366251558415,1.853339689396814,Retained
110,33,5,3,114,7,726.411307458338,2.071926427145673,Retained
111,34,4,0,43,7,202.78695016687243,0.2549586489057035,Retained
112,61,3,1,6,8,676.1545177969615,-0.441760347696192,Retained
113,27,2,0,288,15,449.1692973955945,1.8191186784359488,Retained
114,35,4,1,18,15,423.8646484876653,2.270875282313776,Retained
115,10,5,6,10,18,362.6546325315805,2.763524790745147,Retained
116,42,5,2,174,8,425.63524367413805,2.196525429075582,Retained
117,68,4,3,262,10,574.205606677752,2.716800265137521,Retained
118,37,3,1,119,10,162.7840249557634,1.0847470639314016,Retained
119,36,5,1,167,8,564.5462733751356,1.624113642169119,Retained
120,21,4,4,187,13,833.186099878279,1.3402565504821267,Retained
121,29,5,3,326,8,581.0028234546694,1.4924894176986117,Retained
122,38,4,2,155,9,594.6717660991168,0.802988818767788,Retained
123,62,5,0,94,6,301.15287238003543,-1.6103127955047871,Retained
124,64,4,0,110,7,254.03503884783504,-1.0732905122301821,Retained
125,48,5,2,91,14,698.4512841904831,0.7359573404903993,Retained
126,13,5,0,160,12,576.4734985009566,0.4547927370538862,Retained
127,35,3,1,332,10,324.993078747645,2.234901834187129,Retained
128,36,5,2,283,5,574.8474288933945,3.2244386479450147,Churned
129,47,3,3,300,12,453.5605726500435,1.1894668864978222,Retained
130,18,5,0,231,14,653.636259646053,2.3722384116661024,Retained
131,36,3,3,67,7,619.7933984814374,3.8681693462458395,Churned
132,16,3,6,268,5,166.29553763431682,3.7924545631360322,Churned
133,13,4,2,43,8,122.53791932761533,2.671257929871597,Retained
134,12,3,2,121,15,339.0720393221608,0.5937306865462253,Retained
135,39,4,1,258,8,813.7785065749711,0.3633249878081487,Retained
136,16,4,5,308,16,545.7634881414473,3.5685664631816114,Churned
137,32,4,2,340,14,276.79855600542055,3.041897465373365,Churned
138,18,5,3,254,9,722.3713299661118,1.503530135174801,Retained
139,47,3,2,320,7,539.7578742736018,0.9668070936081551,Retained
140,30,5,2,59,9,588.6574572899844,2.9677628844610187,Churned
141,19,5,2,51,5,356.42795171802254,1.7174455770521593,Retained
142,11,3,4,133,11,693.5156520558902,2.600309081362599,Retained
143,8,5,3,2,11,400.0634925561708,3.714928354161534,Churned
144,11,5,2,105,4,598.2485003662085,2.826804312052239,Retained
145,63,3,3,234,14,433.7373099274952,2.1671351798433953,Retained
146,38,5,0,66,9,630.3041315561031,0.6495215233988835,Retained
147,34,5,2,318,7,794.6853593947365,0.051169427646323484,Retained
148,15,4,0,339,9,896.3379141607033,-0.4725008660889871,Retained
149,20,5,2,148,10,109.83187633825997,0.844072134485949,Retained
150,54,4,3,129,11,621.3011895719568,2.623143152281857,Retained
151,10,4,1,248,7,746.1812711235717,1.0213746065159357,Retained
152,16,2,2,189,11,639.7261829403067,0.4651956640424022,Retained
153,47,5,2,323,8,201.98487373565916,1.0975683337723057,Retained
154,69,5,6,173,9,421.7788375233568,2.9254000657641575,Churned
155,20,5,0,297,9,654.5703127965761,-0.660126813562726,Retained
156,10,5,3,119,8,486.82319420124406,2.288642707451103,Retained
157,64,5,1,73,10,501.5612640953617,1.9506877663721878,Retained
158,15,4,3,102,11,405.4929031628959,1.9444463512279566,Retained
159,22,4,0,168,9,409.2738396271325,0.9167442947619712,Retained
160,1,3,3,217,8,384.67538374749734,6.598908276522402,Churned
161,26,4,2,187,11,240.02864663099734,1.4886038187510116,Retained
162,13,3,1,172,10,297.4628408471773,0.6867034799789763,Retained
163,63,5,2,148,8,729.100708762156,0.6239522422135273,Retained
164,10,3,5,247,5,485.34908163210025,3.982790494477682,Churned
165,66,3,1,32,9,442.8186132830227,1.5262112140208197,Retained
166,49,4,1,98,9,461.4787288205655,0.1982173297005646,Retained
167,12,1,4,109,11,525.0918963819488,3.5999907824948787,Churned
168,55,2,2,163,7,885.4305418651982,2.786769791480692,Retained
169,72,5,1,203,8,447.8401081629712,0.3537406868638525,Retained
170,14,5,3,190,11,506.65820014934815,3.241995388818212,Churned
171,6,2,4,85,7,376.42922006771363,2.5671907014687347,Retained
172,3,5,1,118,11,589.2315297132718,0.15472642179049334,Retained
173,53,4,2,289,10,763.5057636718941,1.932119493585593,Retained
174,6,2,0,44,8,593.5566474718398,3.910110184881532,Churned
175,32,5,0,360,6,789.2272821653975,1.3527660141254876,Retained
176,10,3,3,314,8,263.6824369225766,2.547029239360303,Retained
177,31,4,4,222,8,374.92207336696504,1.4421902023119721,Retained
178,12,3,1,195,21,685.9798278210702,0.21337476635679886,Retained
179,64,5,3,84,11,815.4555545472099,1.498843810977324,Retained
180,50,2,1,71,11,452.05740399427935,1.8687911391058463,Retained
181,43,3,4,253,11,166.66771568963236,2.3410661382077422,Retained
182,61,5,0,179,6,246.42523642354615,0.01631336531205535,Retained
183,53,5,4,235,10,435.41461826765874,3.490365056657297,Churned
184,41,2,3,252,11,269.73665735576043,2.9066331734075694,Retained
185,45,4,1,185,11,547.6717610888134,0.5106603060511966,Retained
186,15,2,2,29,5,198.2479506458842,4.279787876191355,Churned
187,46,4,3,49,9,541.9987885519416,2.4964103009878893,Retained
188,63,1,5,102,14,763.6891164069729,6.523670114282564,Churned
189,36,5,3,125,7,614.3703344144553,-0.7543549881298355,Retained
190,3,3,2,322,10,457.3396351426054,2.7439585670769384,Retained
191,45,4,3,352,10,31.52692143809412,2.1615320969940064,Retained
192,48,4,3,156,10,507.7510891045535,2.7159823291094654,Retained
193,17,1,2,302,10,283.4204141282612,3.1857304875504813,Churned
194,47,5,4,224,4,230.4551205527057,2.022700303853264,Retained
195,12,5,4,242,8,282.25748778567333,3.6376549507985745,Churned
196,18,4,0,19,6,792.8207437794753,0.4052694961332167,Retained
197,39,1,1,321,12,71.83436772873438,2.5321022591683113,Retained
198,42,1,0,102,10,431.3393355957278,2.32376594891962,Retained
199,15,5,3,43,9,895.49133395246,0.9662662041097783,Retained
200,69,2,0,76,4,571.3908770251021,-0.041460803360407805,Retained
201,42,1,2,158,11,620.4735524884878,3.1864595349838596,Churned
202,42,1,2,22,9,44.036015710846414,2.7210239286756455,Retained
203,66,5,0,131,13,492.1356487488694,1.6054306474984241,Retained
204,54,3,2,307,10,321.6527316596692,0.3790104358690902,Retained
205,53,5,1,140,10,329.41364836940687,0.2400656026125365,Retained
206,21,4,5,22,12,705.1579063109058,5.800543423888808,Churned
207,45,4,1,153,11,734.294247559096,1.5405766238477498,Retained
208,2,4,1,24,9,692.8053996922094,3.4339804997999583,Churned
209,70,4,3,29,6,424.599272695403,0.5168819214668003,Retained
210,71,5,2,184,14,199.171336540874,3.1093376931928964,Churned
211,6,5,2,55,11,751.1600494215622,0.5122579793459505,Retained
212,6,4,3,205,5,521.3647873336215,2.082190869172313,Retained
213,31,5,1,93,10,147.0595357458372,0.1259684476281362,Retained
214,68,5,1,94,13,657.3478128030449,2.659924225720938,Retained
215,52,5,2,218,7,283.5995663461266,2.3839180242488105,Retained
216,12,5,2,50,11,455.51105658558856,2.5403805846301344,Retained
217,4,3,2,289,11,495.1810783736092,3.254683512028957,Churned
218,18,1,2,299,9,538.9411161260039,2.738925631589277,Retained
219,51,3,1,222,10,657.2451629297832,1.1274803380555891,Retained
220,9,3,1,285,14,449.0890715971601,0.8222254008201885,Retained
221,34,3,0,202,7,635.7252551660135,1.945171965864782,Retained
222,48,2,0,125,12,540.4667264479882,1.264857082400744,Retained
223,53,5,1,16,12,353.76139457118404,1.3976085832627587,Retained
224,26,4,1,28,11,434.06068729343474,1.2228368037090898,Retained
225,47,4,0,350,12,407.25363428163,0.5466571955373486,Retained
226,23,3,2,198,20,480.9578398264259,2.4270712109963344,Retained
227,36,5,3,14,12,647.7102716474458,-0.18746327015620912,Retained
228,61,5,1,2,5,328.359416964208,1.633127659956012,Retained
229,37,5,1,141,10,579.3568170404999,1.839775769638221,Retained
230,29,1,1,119,8,554.2888898796231,4.43872982087452,Churned
231,34,1,4,332,12,181.35172454324044,3.7708812493400026,Churned
232,40,4,3,289,6,525.7624592853517,2.41121216720768,Retained
233,26,2,6,52,7,477.601828331456,4.335537726524527,Churned
234,64,4,1,340,16,415.659166203918,-0.4329997949685389,Retained
235,53,3,2,210,16,212.97139141272038,0.0819888429893798,Retained
236,26,3,3,261,11,626.3933483410751,1.945528743866287,Retained
237,2,4,2,144,10,256.9969231187913,4.187958128364889,Churned
238,19,4,3,91,8,573.3344502323738,1.3446459654243448,Retained
239,3,3,0,64,13,746.2011086856437,3.031249966298618,Churned
240,50,4,1,265,11,71.05383454727985,0.6385268953387222,Retained
241,53,5,1,24,9,610.6148697635992,0.7211124338513394,Retained
242,59,4,4,225,8,444.3837416032496,4.148829781007698,Churned
243,65,4,1,45,6,393.10233856281036,1.0438150832315232,Retained
244,50,3,1,296,13,514.0581995022555,1.3705758720894365,Retained
245,67,5,2,220,12,811.8586021075307,2.751408944022552,Retained
246,48,4,2,229,13,627.6017977310174,2.1593019170820957,Retained
247,13,3,2,106,6,642.8030636981766,2.6700499937812747,Retained
248,13,5,3,190,16,405.80727044212716,2.8187875614608964,Retained
249,35,5,5,265,9,495.16752146094086,5.156225300323516,Churned
250,1,1,0,71,8,397.59740357890223,6.515009038529834,Churned
251,18,5,1,154,13,767.1865843487444,1.6222317561878121,Retained
252,24,4,1,90,11,382.2651100019067,1.9386390135848819,Retained
253,58,3,2,295,6,380.5108380742593,0.7622351861392576,Retained
254,5,4,1,341,10,297.1635309457092,2.301130798875648,Retained
255,34,5,2,223,12,237.3585053067717,2.108164290061953,Retained
256,65,2,5,64,10,665.3197217904535,2.984543799192124,Churned
257,5,1,1,155,7,525.4265851023636,2.533459027763884,Retained
258,39,1,1,25,8,70.74657022201364,2.023739658697469,Retained
259,25,3,3,339,6,575.9865023090399,2.9837114956329556,Churned
260,2,1,4,162,12,307.39478183401536,6.119050422937991,Churned
261,40,5,0,27,6,585.5691907416332,1.0017301241143697,Retained
262,57,4,3,263,6,740.4457041450909,2.73173745903321,Retained
263,14,2,4,158,9,331.1464834326349,4.580785148376148,Churned
264,61,4,1,200,13,207.73313915213254,1.3230627566109434,Retained
265,29,4,5,175,4,355.90360262705144,3.4904859196883287,Churned
266,52,4,0,191,8,539.964382230505,0.8072372905826146,Retained
267,61,3,3,1,8,340.6223978429789,2.481787010795941,Retained
268,58,5,2,185,8,629.5222458304307,1.4229587695889387,Retained
269,56,3,2,267,10,625.786302920917,1.242656730311967,Retained
270,36,3,3,20,12,648.164563813212,1.8790622434052962,Retained
271,57,4,3,333,9,399.12305303635003,0.9183517605453435,Retained
272,39,4,1,87,7,-121.1593741714006,1.0168381136134488,Retained
273,9,5,3,347,14,519.8402483975186,1.8180449109025347,Retained
274,32,4,1,263,11,389.15123644103477,1.9050391220183043,Retained
275,57,5,2,286,10,270.4863535282556,0.8061182147328234,Retained
276,4,5,2,110,14,588.0662662671773,1.8259286034057958,Retained
277,52,3,2,344,6,644.5422015120612,1.3746727578194637,Retained
278,5,5,3,288,11,213.6491141097024,3.103207806277028,Churned
279,49,4,4,60,9,262.39666626879557,2.1236432242508343,Retained
280,15,5,1,192,9,310.37271093515403,1.904079017475566,Retained
281,33,1,1,127,8,468.10806887312907,2.24684672453741,Retained
282,71,5,0,169,10,640.8618885300946,0.5851764553890536,Retained
283,9,4,1,110,11,489.04521076120943,1.5074295165442093,Retained
284,56,4,3,357,9,513.799120276762,1.899699310880185,Retained
285,58,5,4,128,6,510.4953115769988,2.448222396964363,Retained
286,59,5,2,315,11,433.7358066995005,1.3050129263549926,Retained
287,32,5,3,163,17,430.83228252985396,1.5200305537561225,Retained
288,38,4,1,226,7,712.9647690760795,1.1801291987047604,Retained
289,24,2,3,108,10,668.2111144004932,3.2584732247289256,Churned
290,33,5,2,25,6,455.1557753181072,1.7784363819680562,Retained
291,29,5,2,9,14,506.46822080310386,1.0897832510691399,Retained
292,53,4,3,83,11,253.13533434078073,2.5474260956825856,Retained
293,51,4,1,260,6,449.051236242528,1.3782282785114746,Retained
294,63,5,1,123,13,400.8843150037519,0.1264875152628987,Retained
295,36,5,4,333,14,691.2918830214991,2.8368009747958154,Retained
296,22,1,2,115,8,863.5428389823089,3.344183976141113,Churned
297,7,4,2,99,9,290.0579445932998,0.9623107474770758,Retained
298,67,3,0,329,10,350.39787675501816,1.638574775026047,Retained
299,13,2,2,212,10,712.4711572755841,1.9454829901820758,Retained
300,10,2,1,13,10,554.8745048824471,2.614891640181881,Retained
301,7,1,1,207,9,532.1975463462999,3.107932059874985,Churned
302,25,4,2,234,8,369.4402892615457,1.1949785605598415,Retained
303,16,4,2,8,9,903.1177935592947,1.3352812571916552,Retained
304,28,5,3,179,9,668.6587246540246,2.5371370676299976,Retained
305,3,5,5,103,12,259.0431226955933,6.385687015740961,Churned
306,34,5,0,20,13,440.081110609639,0.1511979717616847,Retained
307,70,3,2,325,10,306.58246959249027,2.2716466664233574,Retained
308,60,1,0,135,5,681.6321342852626,1.6102458196393885,Retained
309,13,4,0,26,10,728.8851261268119,2.2709777332217005,Retained
310,44,3,2,364,9,357.8955278429986,1.5905424984855001,Retained
311,9,4,0,32,6,738.8289960605437,2.1010311110022943,Retained
312,41,4,3,307,9,349.6200858723947,3.120538723028551,Churned
313,59,4,1,115,11,382.70415791430264,2.608546302925517,Retained
314,17,5,0,49,8,428.46886366010125,0.6422926895359024,Retained
315,43,4,1,75,9,633.0945049229318,1.676268378044699,Retained
316,30,4,0,5,12,568.1222585023876,0.27650086959450415,Retained
317,40,4,2,316,5,349.52059900757104,1.404347518593437,Retained
318,28,4,2,121,7,566.3526368187905,1.5092761152539933,Retained
319,46,1,4,60,8,311.8732000955185,5.155591354696175,Churned
320,21,4,1,81,18,92.76881006301664,1.671682070434138,Retained
321,19,2,2,336,7,723.4279315992027,2.6961269261457943,Retained
322,69,4,2,309,7,331.2898885802565,1.0392980693714629,Retained
323,55,1,3,349,8,550.3754504829894,3.2252277074679827,Churned
324,63,1,2,192,7,690.7728331261052,3.641318795977868,Churned
325,54,2,1,261,10,398.3141092388008,1.044675890070525,Retained
326,49,4,1,272,5,650.5851433484847,2.3573537452193376,Retained
327,55,2,4,152,8,329.12488469397454,4.561670336423868,Churned
328,61,1,0,302,9,293.9958673456306,2.4246211823680586,Retained
329,29,4,1,5,11,437.2947323272663,0.6180372764051394,Retained
330,21,4,0,342,9,809.2502825805047,0.7655727691662241,Retained
331,21,4,1,125,8,438.9150209026054,-0.0756945395401869,Retained
332,56,5,4,157,7,335.8583379113727,1.1539555990669372,Retained
333,16,5,5,305,12,798.327867678988,2.372345844536069,Retained
334,3,1,0,169,11,556.4127480819095,3.366263625003206,Churned
335,45,4,0,54,7,384.5030926595973,1.9795993671016778,Retained
336,26,3,3,270,9,548.9245344751598,3.1373843318831396,Churned
337,8,3,3,79,9,566.375871623185,2.80597778002524,Retained
338,24,4,0,158,10,394.1237350774862,0.9470785850619209,Retained
339,38,2,3,113,5,397.1852025751256,1.3340362305066615,Retained
340,18,5,3,275,9,309.93591031875957,3.7373695381260417,Churned
341,39,2,2,332,9,700.443085421639,1.3699313093867969,Retained
342,36,3,2,282,6,530.8947926771223,0.23047984312644654,Retained
343,15,5,2,99,12,565.1718769084978,1.7224718911378023,Retained
344,64,4,0,31,7,634.6401954890562,1.3322896279807201,Retained
345,38,4,2,56,15,510.337378760983,0.955496905621093,Retained
346,30,4,1,163,6,547.753824620105,0.6222010465123282,Retained
347,18,1,2,229,9,545.1276570563756,3.0209257102757627,Churned
348,45,5,3,216,9,400.64755200609324,1.00702799384704,Retained
349,28,5,1,233,8,645.0080018920596,1.428092256357232,Retained
350,43,3,5,180,5,816.0947763771676,3.280151752390686,Churned
351,44,3,1,28,12,427.47608601552474,1.522156244917041,Retained
352,40,2,1,69,9,775.5894903511355,1.8899952179709183,Retained
353,23,3,3,60,12,261.64762153630613,2.2007865473982697,Retained
354,57,4,1,251,9,400.98993940255167,0.5844397914562498,Retained
355,55,5,3,332,12,226.6152804188955,0.16198041819228326,Retained
356,65,1,2,335,11,463.27012603724006,2.5836071626594954,Retained
357,14,2,3,307,13,545.5714630779787,4.235507171323167,Churned
358,36,4,0,229,10,722.8315634204723,-0.7487589501718386,Retained
359,53,3,3,265,12,560.1368651292639,2.439909969849766,Retained
360,25,3,3,99,11,675.9636376453484,1.4002925468973426,Retained
361,49,4,4,210,9,66.10478390048013,4.606488561806206,Churned
362,72,2,2,297,9,515.7426105782379,2.5154546246796303,Retained
363,23,5,2,27,6,459.88813172034713,1.2041357189025264,Retained
364,24,4,1,68,9,762.691090360962,1.2460832425550195,Retained
365,11,4,2,293,14,871.0131359865666,2.6392401113853596,Retained
366,54,5,4,104,16,333.9888579878574,2.242950134033701,Retained
367,66,5,4,67,11,653.3537056680191,1.3292138378783205,Retained
368,53,4,2,310,15,295.7731349771071,0.3524623484118985,Retained
369,61,5,1,342,13,596.5659188978983,1.7869181199727193,Retained
370,21,3,2,69,13,556.0423767269725,0.7263683236629455,Retained
371,27,4,2,327,16,163.17647767252043,3.497835135129333,Churned
372,42,5,2,245,6,323.5272283425586,1.7876543177582738,Retained
373,23,4,0,46,12,405.80303334371706,-0.24693870525020756,Retained
374,49,5,0,20,11,379.5051781501588,0.9979790391457697,Retained
375,24,3,4,233,12,386.2420933637049,2.8176587563682483,Retained
376,41,2,2,284,14,496.26672806065227,2.3054501271712344,Retained
377,28,4,0,113,15,423.4393887768807,0.9363719167640987,Retained
378,67,4,2,163,9,534.0819639426651,1.5346732593226413,Retained
379,67,5,1,78,7,590.1632088698872,1.2804193705488283,Retained
380,25,4,4,124,8,574.709953263468,3.2811015795473555,Churned
381,7,1,3,333,6,506.11007561224864,3.405512572139816,Churned
382,44,1,0,242,9,624.5247598115443,2.1526023598445696,Retained
383,50,5,2,138,6,444.78344436994524,2.21926584247154,Retained
384,23,5,1,135,10,339.27119228113344,0.26227558189044387,Retained
385,32,3,2,200,13,421.7126541085402,1.4249778703277247,Retained
386,10,5,1,310,12,358.8248812231007,1.2029686661526422,Retained
387,31,2,2,304,12,447.93963475982565,1.1833229127234905,Retained
388,37,2,2,210,9,606.0350246225864,1.6638227195031472,Retained
389,3,5,1,171,13,636.6889314754985,3.4765388019467256,Churned
390,12,5,0,165,14,207.81723829840473,-0.20985610778226582,Retained
391,16,1,0,196,11,521.9592235815776,1.9819401490551705,Retained
392,63,4,3,73,4,533.3261009792498,2.335447457968605,Retained
393,62,3,2,276,9,434.80513711061946,3.0764917888633287,Churned
394,19,3,0,236,13,508.98423353619137,1.6411960072992606,Retained
395,19,3,0,247,14,464.0570147177573,2.3660880445147345,Retained
396,35,3,3,24,11,274.5429430314678,3.5718603420017483,Churned
397,28,4,2,274,10,495.03538383889554,1.5198540532110303,Retained
398,53,3,2,318,7,447.7155150151519,0.9946170555083527,Retained
399,1,4,1,85,8,331.2842835308978,6.622262036587927,Churned
400,24,4,5,130,6,591.2880700935788,3.1609961876673096,Churned
401,46,4,3,262,14,479.17471255140805,3.9122068086233113,Churned
402,17,1,0,84,6,658.3187431918403,2.78679579314228,Retained
403,37,4,3,203,5,118.90374711184785,2.3874131196533224,Retained
404,9,4,1,321,6,150.84067780677213,1.3269972567643307,Retained
405,37,3,6,77,7,628.6139513040847,3.2401241017307996,Churned
406,4,3,4,317,8,733.7328152836689,3.1620966510020327,Churned
407,53,3,1,292,14,220.90943256835607,0.7646430807570266,Retained
408,1,3,1,242,16,850.1443223090339,3.4001283812022223,Churned
409,20,5,3,173,5,667.7008427797241,1.4204106360218423,Retained
410,26,5,1,315,7,602.674377815166,1.432154236657776,Retained
411,42,3,2,285,15,388.46550298289213,2.136109326712242,Retained
412,19,1,2,270,8,673.4377924178846,1.8656686597791643,Retained
413,46,2,0,304,12,382.42273929466313,1.4223326531672482,Retained
414,31,4,1,114,8,702.7074479322988,0.22329493278267676,Retained
415,13,4,2,282,11,213.75476273867906,0.4019629348667928,Retained
416,1,5,1,196,9,448.23832684077604,6.186822603369326,Churned
417,11,5,1,74,6,534.6345216655154,0.37660185857619877,Retained
418,13,2,4,168,13,447.0697869341174,4.040502896286767,Churned
419,48,4,0,73,12,448.69846643427127,1.0107803929447094,Retained
420,9,5,2,134,8,529.8310565359568,2.467124092367352,Retained
421,29,4,2,83,7,744.667564914382,-0.5145635659754624,Retained
422,56,3,2,291,5,416.53116354202905,4.188808621419643,Churned
423,61,3,1,276,9,59.525772277126805,1.795782804824928,Retained
424,11,3,2,291,17,450.22321129639795,1.9981886912848388,Retained
425,58,4,2,156,14,432.16152611806217,0.907497573752135,Retained
